term.id,-,term.name,term.units,term.synonyms,term.definition,term.subClassOf.0.id,term.pubchem,term.casNumber,term.wikipedia,term.agrovoc,term.hsCode,term.ecoinventReferenceProductId,lookups.0.name,lookups.0.value,lookups.0.min,lookups.0.max,lookups.0.source,lookups.0.dataState,lookups.1.name,lookups.1.value,lookups.1.min,lookups.1.max,lookups.1.source,lookups.1.dataState,lookups.2.name,lookups.2.value,lookups.2.min,lookups.2.max,lookups.2.source,lookups.2.dataState,lookups.3.name,lookups.3.value,lookups.3.min,lookups.3.max,lookups.3.source,lookups.3.dataState,lookups.4.name,lookups.4.value,lookups.4.dataState,lookups.5.name,lookups.5.value,lookups.5.dataState,lookups.6.name,lookups.6.value,lookups.6.source,lookups.6.dataState,lookups.7.name,lookups.7.value,lookups.7.dataState,lookups.8.name,lookups.8.value,lookups.8.dataState,lookups.9.name,lookups.9.value,lookups.9.dataState,lookups.10.name,lookups.10.value,lookups.10.dataState,lookups.11.name,lookups.11.value,lookups.11.dataState,lookups.12.name,lookups.12.value,lookups.12.dataState,lookups.13.name,lookups.13.value,lookups.13.dataState,lookups.14.name,lookups.14.value,lookups.14.dataState,lookups.15.name,lookups.15.value,lookups.15.min,lookups.15.max,lookups.15.source,lookups.15.proxy.id,lookups.15.notes,lookups.15.dataState,lookups.16.name,lookups.16.value,lookups.16.min,lookups.16.max,lookups.16.source,lookups.16.proxy.id,lookups.16.notes,lookups.16.dataState,lookups.17.name,lookups.17.value,lookups.17.dataState,lookups.18.name,lookups.18.value,lookups.18.dataState,lookups.19.name,lookups.19.value,lookups.19.dataState,lookups.20.name,lookups.20.value,lookups.20.dataState,lookups.21.name,lookups.21.value,lookups.21.dataState,-,-,-,-,-,-
ammoniumPolyphosphateKgP2O5,ammonium Polyphosphate Kg P2O5,Ammonium Polyphosphate (kg P2O5),kg P2O5,Ammonium triphosphate; Polyphosphoric acid ammonium salt,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Ammonium-triphosphate,68333-79-9,https://en.wikipedia.org/wiki/Ammonium_polyphosphate,-,-,,nitrogenContent,15,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,60,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,ammoniumPolyphosphateKgN,complete,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,AP_DAP_MAP,complete,nebraskaExtensionFertiliserCode,204,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
ammoniumPhosphateSulphateKgN,ammonium Phosphate Sulphate Kg N,Ammonium Phosphate Sulphate (kg N),kg N,Ammonium Phosphate Sulfate; Diammonium Phosphate Sulphate; Diammonium Phosphate Sulfate; Ammonium dihydrogen phosphate hydrogen sulfate; Diazanium,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Diammonium-phosphate-sulphate,12593-60-1,-,-,-,,nitrogenContent,16,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,20,,,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,,,,,missing,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,ammoniumPhosphateSulphateKgP2O5,complete,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, monoammonium phosphate production: 1",requires validation,NH3_emissions_factor_acidic,cool:0.05;temperate:0.051;warm:0.064,complete,NH3_emissions_factor_basic,cool:0.091;temperate:0.094;warm:0.117,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.053,0.0,0.0,-,monoammoniumPhosphateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.007,0.0,0.0,-,monoammoniumPhosphateKgN,-,complete,fertGroupingNitrogen,AP_DAP_MAP,complete,nebraskaExtensionFertiliserCode,207,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
ammoniumPhosphateSulphateKgP2O5,ammonium Phosphate Sulphate Kg P2O5,Ammonium Phosphate Sulphate (kg P2O5),kg P2O5,Ammonium Phosphate Sulfate; Diammonium Phosphate Sulphate; Diammonium Phosphate Sulfate; Ammonium dihydrogen phosphate hydrogen sulfate; Diazanium,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Diammonium-phosphate-sulphate,12593-60-1,-,-,-,,nitrogenContent,16,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,20,,,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,,,,,missing,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,ammoniumPhosphateSulphateKgN,complete,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,AP_DAP_MAP,complete,nebraskaExtensionFertiliserCode,207,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
colloidalPhosphateKgP2O5,colloidal Phosphate Kg P2O5,Colloidal Phosphate (kg P2O5),kg P2O5,-,-,-,-,-,-,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,5,2,8,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,228,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
triammoniumPhosphateKgP2O5,triammonium Phosphate Kg P2O5,Triammonium Phosphate (kg P2O5),kg P2O5,"(NH4)3PO4; Ammonium phosphate; AP; Ammonium phosphate, tribasic; EINECS 233-793-9; UNII-2ZJF06M0I9; Phosphoric acid, ammonium salt (1:3); Phosphoric acid, triammonium salt; Triammonium orthophosphate; Triazanium phosphate; TSP",-,-,https://pubchem.ncbi.nlm.nih.gov/compound/159282,10361-65-6,https://en.wikipedia.org/wiki/Ammonium_phosphate,-,2835.29,,nitrogenContent,28.18791946,-,-,-,complete,phosphateContentAsP2O5,47.6442953,,,,complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,triammoniumPhosphateKgP2O5,complete,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, diammonium phosphate production: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
triammoniumPhosphateKgN,triammonium Phosphate Kg N,Triammonium Phosphate (kg N),kg N,"(NH4)3PO4; Ammonium phosphate; AP; Ammonium phosphate, tribasic; EINECS 233-793-9; UNII-2ZJF06M0I9; Phosphoric acid, ammonium salt (1:3); Phosphoric acid, triammonium salt; Triammonium orthophosphate; Triazanium phosphate; TSP",-,-,https://pubchem.ncbi.nlm.nih.gov/compound/159282,10361-65-6,https://en.wikipedia.org/wiki/Ammonium_phosphate,-,2835.29,,nitrogenContent,28.18791946,-,-,-,complete,phosphateContentAsP2O5,47.6442953,,,,complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,triammoniumPhosphateKgP2O5,complete,fclCode,,missing,ecoinventMapping,"nitrogen fertiliser, as N, market for nitrogen fertiliser, as N: 1",requires validation,NH3_emissions_factor_acidic,cool:0.05;temperate:0.051;warm:0.064,complete,NH3_emissions_factor_basic,cool:0.091;temperate:0.094;warm:0.117,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.091,0.0,0.1,-,diammoniumPhosphateKgN,-,complete,IPCC_2019_FRACGASF_NOx-N,0.007,0.0,0.0,-,diammoniumPhosphateKgN,-,complete,fertGroupingNitrogen,AP_DAP_MAP,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
diammoniumPhosphateKgP2O5,diammonium Phosphate Kg P2O5,Diammonium Phosphate (kg P2O5),kg P2O5,(NH4)2HPO4; DAP; AP; ammonium phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24540,7783-28-0,https://en.wikipedia.org/wiki/Diammonium_phosphate,-,3105.30,,nitrogenContent,19.5,18,21,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,46,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,diammoniumPhosphateKgN,complete,fclCode,310530,complete,ecoinventMapping,"phosphate fertiliser, as P2O5, diammonium phosphate production: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
diammoniumPhosphateKgN,diammonium Phosphate Kg N,Diammonium Phosphate (kg N),kg N,(NH4)2HPO4; DAP; AP; ammonium phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24540,7783-28-0,https://en.wikipedia.org/wiki/Diammonium_phosphate,-,3105.30,,nitrogenContent,19.5,18,21,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,phosphateContentAsP2O5,46,-,-,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,diammoniumPhosphateKgP2O5,complete,fclCode,310530,complete,ecoinventMapping,"nitrogen fertiliser, as N, diammonium phosphate production: 1",requires validation,NH3_emissions_factor_acidic,cool:0.05;temperate:0.051;warm:0.064,complete,NH3_emissions_factor_basic,cool:0.091;temperate:0.094;warm:0.117,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.091,0.0,0.1,"IPCC (2019) Chapter 11, Table 7A.3, with min and max calculated from Table 11.3",-,-,complete,IPCC_2019_FRACGASF_NOx-N,0.007,0.0,0.0,"IPCC (2019) Chapter 11, Table 7A.3, with min and max calculated from Table 11.3",-,-,complete,fertGroupingNitrogen,AP_DAP_MAP,complete,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
monoammoniumPhosphateKgP2O5,monoammonium Phosphate Kg P2O5,Monoammonium Phosphate (kg P2O5),kg P2O5,(NH4)(H2PO4); MAP; Ammonium dihydrogen phosphate; ADP; Ammonium monophosphate; AP; ammonium phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24402,7722-76-1,https://en.wikipedia.org/wiki/Ammonium_dihydrogen_phosphate,-,3105.40,,nitrogenContent,14.5,-,-,-,complete,phosphateContentAsP2O5,51.5,-,-,-,complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,monoammoniumPhosphateKgN,complete,fclCode,310540,complete,ecoinventMapping,"phosphate fertiliser, as P2O5, monoammonium phosphate production: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,209,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
monoammoniumPhosphateKgN,monoammonium Phosphate Kg N,Monoammonium Phosphate (kg N),kg N,(NH4)(H2PO4); MAP; Ammonium dihydrogen phosphate; ADP; Ammonium monophosphate; AP; ammonium phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24402,7722-76-1,https://en.wikipedia.org/wiki/Ammonium_dihydrogen_phosphate,-,3105.40,,nitrogenContent,14.5,-,-,-,complete,phosphateContentAsP2O5,51.5,-,-,-,complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,monoammoniumPhosphateKgP2O5,complete,fclCode,310540,complete,ecoinventMapping,"nitrogen fertiliser, as N, monoammonium phosphate production: 1",requires validation,NH3_emissions_factor_acidic,cool:0.05;temperate:0.051;warm:0.064,complete,NH3_emissions_factor_basic,cool:0.091;temperate:0.094;warm:0.117,complete,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,0.053,0.0,0.0,"IPCC (2019) Chapter 11, Table 7A.3, with min and max calculated from Table 11.3",-,-,complete,IPCC_2019_FRACGASF_NOx-N,0.007,0.0,0.0,"IPCC (2019) Chapter 11, Table 7A.3, with min and max calculated from Table 11.3",-,-,complete,fertGroupingNitrogen,AP_DAP_MAP,complete,nebraskaExtensionFertiliserCode,209,complete,sensitivityAlternativeTerms,ureaKgN;ammoniumNitrateKgN;ammoniumChlorideKgN,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,0.05,0.051,0.064,0.091,0.094,0.117
monopotassiumPhosphateKgP2O5,monopotassium Phosphate Kg P2O5,Monopotassium Phosphate (kg P2O5),kg P2O5,KH2PO4; MKP; Potassium dihydrogenphosphate; KDP; Monobasic potassium phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/516951,7778-77-0,https://en.wikipedia.org/wiki/Monopotassium_phosphate,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,52,-,-,-,complete,potassiumContentAsK2O,34,-,-,-,complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,monopotassiumPhosphateKgK2O,complete,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, market for phosphate fertiliser, as P2O5: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
monopotassiumPhosphateKgK2O,monopotassium Phosphate Kg K2O,Monopotassium Phosphate (kg K2O),kg K2O,KH2PO4; MKP; Potassium dihydrogenphosphate; KDP; Monobasic potassium phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/516951,7778-77-0,https://en.wikipedia.org/wiki/Monopotassium_phosphate,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,52,-,-,-,complete,potassiumContentAsK2O,34,-,-,-,complete,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,monopotassiumPhosphateKgP2O5,complete,fclCode,,missing,ecoinventMapping,"potassium fertiliser, as K2O, market for potassium fertiliser, as K2O: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,-,not required,sensitivityAlternativeTerms,potassiumChlorideKgK2O;potassiumSulphateKgK2O;potassiumCarbonateKgK2O,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
phosphateRockKgP2O5,phosphate Rock Kg P2O5,Phosphate Rock (kg P2O5),kg P2O5,Phosphorite; Rock phosphate,-,-,-,-,https://en.wikipedia.org/wiki/Phosphorite,http://aims.fao.org/aos/agrovoc/c_898b860b,2510.20,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,32,-,-,-,complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,2510,complete,ecoinventMapping,"phosphate rock, as P2O5, beneficiated, dry, market for phosphate rock, as P2O5, beneficiated, dry: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,243,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
singleSuperPhosphateKgP2O5,single Super Phosphate Kg P2O5,Single Super Phosphate (kg P2O5),kg P2O5,"Single superphosphate; Superphosphate, Normal",-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24846366,-,-,-,3103.10,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,20,18,22,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,310310,complete,ecoinventMapping,"phosphate fertiliser, as P2O5, single superphosphate production: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,263,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
tripleSuperPhosphateKgP2O5,triple Super Phosphate Kg P2O5,Triple Super Phosphate (kg P2O5),kg P2O5,Ca(H2PO4); Triple superphosphate; Calcium triple superphosphate; Monocalcium phosphate,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/24846366,-,-,-,3103.10,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,46,40,54,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,21.0,complete,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,31031010,complete,ecoinventMapping,"phosphate fertiliser, as P2O5, triple superphosphate production: 1",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,267,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
enrichedSuperPhosphateKgP2O5,enriched Super Phosphate Kg P2O5,Enriched Super Phosphate (kg P2O5),kg P2O5,-,-,-,-,-,-,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,31,23,39,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, triple superphosphate production: 2",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,265,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
phosphoricAcidKgP2O5,phosphoric Acid Kg P2O5,Phosphoric Acid (kg P2O5),kg P2O5,Ortophosphoric acid,-,-,https://pubchem.ncbi.nlm.nih.gov/compound/Phosphoric-acid,7644-38-2,https://en.wikipedia.org/wiki/Phosphoric_acid,-,-,,nitrogenContent,-,-,-,-,not required,phosphateContentAsP2O5,54,2,75,Nebraska Extension glossary (https://nda.nebraska.gov/plant/fertilizer/fertilizer_codes.pdf),complete,potassiumContentAsK2O,-,-,-,-,not required,sulphurContent,-,-,-,-,not required,magnesiumContent,-,not required,calciumOxideContent,-,not required,zincContent,-,-,not required,boronContent,-,not required,manganeseContent,-,not required,complementaryTermIds,-,not required,fclCode,,missing,ecoinventMapping,"phosphate fertiliser, as P2O5, triple superphosphate production: 3",requires validation,NH3_emissions_factor_acidic,-,not required,NH3_emissions_factor_basic,-,not required,CO2_urea_emissions_factor,-,not required,IPCC_2019_FRACGASF_NH3-N,-,-,-,-,-,-,not required,IPCC_2019_FRACGASF_NOx-N,-,-,-,-,-,-,not required,fertGroupingNitrogen,-,not required,nebraskaExtensionFertiliserCode,248,complete,sensitivityAlternativeTerms,phosphateRockKgP2O5;tripleSuperPhosphateKgP2O5;calciumMetaphosphateKgP2O5,complete,skipAggregation,TRUE,complete,generateImpactAssessment,FALSE,complete,-,-,-,-,-,-
